movie,sentence,score,label
모비우스,그냥 흡혈귀의 마블버전 그리고 혐관 맛집,8,1
배니싱: 미제사건,배경이나 연출이 익숙한데 낯설어서 신선했음. 뮤지컬 배우들 많이 나와서 깜놀. 주조연 할것없이 연기파티. 유연석과 올가 쿠릴렌코의 절제된 연기와 케미 굿.,10,1
모비우스,"스파이더맨, 베놈, 드라큘라를 버무린 비빔밥같은 영화. 간이 안맞는지 보는 내내 감흥이없었다... 타임킬링이라고생각했으나 진짜 시간을 킬링한기분...",3,0
머니 몬스터,주식 투자 경험있다면 누구나 공감할 영화,10,1
위대한 개츠비,간만에 30분도 못버티고하차돈아까워 보려노력하고  집중했지만너무지루하다!디카프리오 얼굴도보기전에 끔궁금하지가않다,2,0
모비우스,지루하지않고 진짜 집중해서 봄,10,1
고사 두 번째 이야기: 교생실습,아니 마지막쯤 목에 줄있고 열쇠를 당기면 목이 땡겨진다는 건데..사람도 많은데 다 같이 피라미드 만들어서 받치면 덧나냐  열쇠얻으려고 했다해도 어쨋건 그거 살인이라고..뒷일은 어쩔건데 저것이 정녕 명문고 수준인가,1,0
킹스맨: 퍼스트 에이전트,솔직히 좀 지루했음 뭔가 감동적임,4,0
모비우스,"내가 계속 예언했다. 딱 베놈 2 정도일거라고, 물론 베놈 2보다는 나았음. 이게 예측가능이유는 러닝타임이다. 관객은 방방뛰는 걸 선호하는데, 주인공 설명, 왜 모비우스가 되었는가? 주변인과 관계..결국 재미있는 장면은 얼마 없다. 물론 나처럼 스토리도 중시하는 사람도 있긴 하지만 너무 설명 느낌으로 가면 청중들은 이에 반감을 느낀다. 러닝타임 처음에 보고 아 했다. 정작 방방 뛰는 장면 15분 내외, 암튼 기대를 안하고봐서 나쁘지는 않았음",6,0
뜨거운 피,간만에 코믹 건달 영화가 아닌 아닌 날것의 느와르를 봤네요. 스토리도 지루함 없이 순식간에 지나가는게 군더더기 없이 괜찮은것 같습니다,10,1
배니싱: 미제사건,전개가 신선하고 독특해서 재미있게 잘봤어요! 믿고보는 유연석,10,1
모비우스,첫시작으로 나쁘지않았음 다음에어떻게나올건지가 기달려짐,8,1
B컷,와 영화보고 핸드폰 안에 들은거 다 정리함..실제일어날것만 같은 영화였음 대박,10,1
모비우스,"진짜 잘 찍었다... 스토리가 막 신선하진 않아도 연출이랑 새로운 캐릭터의 등장만으로도 충분히 볼만함 어디서 본 것 같은 구성과 캐릭터 설정, 스토리 진행이어도 연출을 잘해서 너무 재밌었음 그리고 자레드 레토 너무 잘생겼다",10,1
모비우스,"코로나땜에 한동안 영화관 사운드 못느꼈는데, 오늘 따끈하게 느끼고왔네요~~^^재미있네요ㅡ앞으로 더  기대됩니다~~남주 단발머리 매력쩝니다, 멋짐",10,1
이상한 나라의 수학자,"신선한 소재와 믿고보는 최민식배우님^^남주,여주도 잘 알려지지않은 배우 같던데연기 괜찮았습니다~~",8,1
도어락,기대안하고 봐서 그런지 생각보다 몰입도 있고 무섭고 ㅜㅜ 재밌었어요 ㅎㅎ 이게 실생활로 연관되니까 그게 무서운거같아요 ㅎ,8,1
배니싱: 미제사건,"개연성, 내용, 특히 상황에 어울리지 않는 사운드만....",1,0
모비우스,핵꿀잼 재밌었당ㅎㅎ,10,1
배니싱: 미제사건,배우들 연기력덕에 몰입해서 봤다,10,1
이상한 나라의 수학자,오랜만에 본 영화에요 ㅋㅋ뻔하지만 재밌어요 ㅎㅎ,10,1
모비우스,또 하나의 마블 영웅 영화,8,1
B컷,신선한 소재라서 재미있게 봤어요! 김병옥 악역연기는 역시 ..,10,1
모비우스,전투신 미친거 같아여... 입 벌리고 봤습니다...,10,1
배니싱: 미제사건,"친절한 스토리에 음악이 서스펜스를 배가 시킵니다. 배우들 연기가 너무 좋아서 범죄 심리극이라 해도 무방할듯요. 올가 쿠릴렌코의 내면 연기와 대사가 거의 영어, 불어인 유연석의 자연스러운 연기도 두 배우의 케미도 기대이상이네요. ",10,1
문폴,별점이 아깜다ㅠㅠ 그나마 CG는 괜춘,4,0
킹스맨: 퍼스트 에이전트,진부해요영화가아니라 드라마보는느낌,4,0
모비우스,"엄청난 스피드, 비행능력, 음파 탐지 능력 등 모비우스의 능력치를 아주 잘 담아낸 영화ㅋㅋㅋ 다음 편도 존잼일듯",10,1
모비우스,베놈 때 느꼈던 아쉬움이 그대로 남아있다. 액션은 화려하지만 최종 전투가 맥없이 끝나는 점이나 인물들 서사가 부족한점.. 마이클과 루시안의 과거와 감정을 조금만 더 살렸으면 싶다.,6,0
모비우스,재밌게 잘봤어요 쿠키 2개 있습니다,10,1
모비우스,정말 재미있는 영화였어요~~~,10,1
모비우스,액션씬..!!타격감이나 스피드 모든 것이 제대로 된 액션이었다,10,1
뜨거운 피,이제 한국인들에게 조폭 영화는 너무나도 식상해져버린 것..,6,0
스파이더맨: 노 웨이 홈,스파이더맨의 어이없는 행동으로 온세계가 또 혼란이왔네요.잘못했으면 바로보내야지... 최악으로만들고...답답해서 보기힘들었어요.,2,0
배니싱: 미제사건,캐비어로 알탕 끓인 격.. 평점 알바에 속지마세요 ㅠ,1,0
모비우스,여러분~이 영화는 2020년에 제작된 2년전 영화입니다~ 하물며 재미도 드럽게 없어요~ 차라리 팀 버튼의 배트맨을 한번 더 보세요~ 그게 더 이득입니다~,1,0
배니싱: 미제사건,믿고보는 유연석 ㅠㅠ 스크린작 너무너무 기대했어요ㅠㅠ! 참 여운이 남는 결말이네요!,10,1
B컷,김동완배우 연기 너무 잘해서 완전 빠져서 봤네요ㅋㅋ 소재 신선해서 너무 재밌었어요!,10,1
모비우스,재미도 있고 영상도 그래픽도 볼게 많고 질질 끌지않고 스피드하게 진행되는 스토리도 좋았고 극장에서 봐야 더 재밌는 영화,10,1
모비우스,모비우스 캐릭터의 시작으로써 의미 있는 작품- 지루할 틈 없어서 좋네요,10,1
밀정,"우리 역사 가장 어두운 시대, 잊지 말아야...",8,1
나일 강의 죽음,잘보고 왔어요~~^^,6,0
킹메이커,아빠랑 동생 예매해줬는데이해하는데에 많은 노력이 필요하대여^^;,6,0
이상한 나라의 수학자,마지막이 아쉽지만 연기력들은 대단해요,8,1
문폴,동생이랑 동생 친구가 본다해서 예매해줬는데그냥 그럭저럭한대요,6,0
에펠,"에펠이 설계도를 거침없이 그려나가는 장면은 그의 천재성을 시각적으로 보여주는 것 같았고, 가장 인상 깊었던 장면 중의 하나였다. 실제로 물이 차오르는 땅에 거대한 건축물을 짓는 엄청난 작업을 보며주면서 당시의 기술력에 대해 엿볼 수 있어서 더욱 흥미롭게 볼 수 있었다. 에펠이 탑을 건설하며 마주했던 맹렬한 반대와 그의 사랑이야기가 교차진행 되며, 건축물에 녹아 있는 건축가의 삶이 사랑으로 표현되는 것 같았다. ",10,1
카트,현실임 ㅜㅜ보는동안 가슴찡함,8,1
극장판 안녕 자두야: 제주도의 비밀,자두는 나이먹어서 봐도 재미있네요그림도 번쩍번쩍하니 우리나라 애니 산업이 발달된걸 느껴요,10,1
모비우스,다음이 기대가 되네요,7,0
해적: 도깨비 깃발,진짜 너무너무 재미없어요언제 끝나나 했던 작품,2,0
스펜서,배경을 알고 보면 더 재밌을거 같아요!,8,1
모비우스,"총체적 난국 ‘모비우스’… 감독의 문제일까, 각본의 문제일까 혹은 양쪽 모두의 문제일까. ",5,0
모비우스,내용이 중간에 끊기는 느낌입니다. 스토리가 진행하다가 결론만 보여주는 때가 많아요. CG면은 볼만했습니다.,6,0
뜨거운 피,몇몇 대사를 못알아 들었어요..흑흑...ㅠㅠ,8,1
문폴,달나라로 날아간 상상력이 꽤나 멋들어지게 추락한다,7,0
웨스트 사이드 스토리,"레너드 번스타인의 오리지널 넘버가 그대로 쓰이고,배경도 60년대 그대로다. 바뀐건 배우만 좀더 현실적 인종으로 구성되었는데 내겐 60여년의 시차가 느껴지지 않는 무의미한 변화다. 게다가 나탈리우드의 아우라가 사라진건 리메이크작의 가장 큰 불만이다. 아니 새로나온 영화는 배우들의 매력이 도무지 느껴지지 않는다.",6,0
모비우스,시청각을 압도하는 액션씬과 거대한 스케일이 정말 압도적이였어요.. 솔직히 큰 기대 안하고 봤는데 기대하셔도 좋아요,10,1
뜨거운 피,사투리 알아듣는 사람도 귀기울여야함..,6,0
비밀은 없다,보면서 조금 난해하다 싶었는데 끝으로 갈수록 느슨해지지 않으면서 다보고나면 정말 잘만든 영화라는 생각이. 손예진 이런작품 정말 잘맞는데 더 해줬으면,10,1
싱크홀,유치한데 은근 재밌어요.탈출과정은 눈물까지도나요.재난영화인데 코믹영화임 ㅋㅋ,9,1
모비우스,꿈잼입니다 다음편이 기대됩니다,9,1
모비우스,30분이면 딱 맞을 프리퀄 정도의 분량과 내용입니다….,6,0
모비우스,와 역시 기대한 만큼 좋았어여ㅠㅠ,10,1
극장판 금빛 모자이크: 땡큐!!,극장판 금빛 모자이크 땡큐,6,0
모비우스,재밌었습니다. 아 쿠키영상 두개에요!!!,9,1
모비우스,흡혈박쥐와 인간이 결합한 캐릭터라 그런가 맨몸액션 지리네요ㄷㄷ,10,1
모비우스,쿠키 2개도 존잼ㅋㅋㅋㅋ,10,1
푸른 호수,"이민가서 버림받은 아이의 슬픔, 사랑하는 가족이 생겼지만 어쩔 수 없는 생이별..  연기도 너무 좋았고 주연배우님이 감독님인지 다 보고 알았네요 잘봤습니다",10,1
모비우스,기대치를 낮추고 봐서 영화도 ㄱㅊ고 재미도 있었다,10,1
모비우스,새로운 히어로! 재미있게 보았습니다,10,1
모비우스,시작이 좋아 다음 편도 기대된다 ㅎㅎ,9,1
스펜서,"한순간도 놓치지 않고 빛나는 크리스틴 스튜어트, 그로인해 기억되는 다이애나",7,0
모비우스,다소뻔하지만마블은항상옳다...평점은8.2점주고싶다,8,1
모비우스,오랜만에 새로운 히어로 등장,8,1
모비우스,자레드 레토..1971년생...이미 현실에서도 뱀파이어가 아닐까 싶은..그와 별개로 앞으로 소니가 소니식 멀티버스를 만들어나갈 예정인  거 같은데 약간 걱정이 앞선다.,7,0
모비우스,평론가 평점 못믿겠다 솔직히 베놈2보다 재밌었음쿠키영상 2개도,8,1
모비우스,영상미 좋고 소니 세계관에도 관심이 가던 영화! 정말 가슴이 뜨거워지는 그런 웅장함은 덜했으나 재밌게 보았음. 특히 막판에 자레드레토 굉장히 섹시하던 ‘그’ 씬에 감명깊었다..^^,10,1
모비우스,걱정했는데 재밌네요!,9,1
배니싱: 미제사건,유연석님 좋아해서 봤지만 ... ㅠㅠㅠ 블랙크랩 본 듯한 느낌이랄까요 . 그마마 내용설명있는 블랙크랩 ㅋㅋㅋ,2,0
모비우스,완전 잼나게 봄. 액션도 멋졌고 모비우스도 생각보다 넘 매력적이었당 주말에 또 봐야지!!!!,10,1
모비우스,자레드 레토  연기가 아주 좋았습니다^^,10,1
모비우스,재미있어요 쿠키영상 2개 ㅎ,9,1
모비우스,액션씬과 거대한 스케일이 압도적입니다 좋은 영화 감사합니다,10,1
문폴,SF + 재난영화 + 달과 엑소시스트까지. 대환장(인데 싸구려 영화에 돈 쓴 느낌이라 좋았음),6,0
모비우스,데일리 뷰글부터 호라이즌까지.. 깨알 장면 많았어요~~,10,1
B컷,범죄도시 이후 최고로 재밌게봤습니다김동완의 능천스런 연기도 좋았고 뻔한영화라고 생각했는데 오판임..돈아깝지 않은 영화,10,1
모비우스,아니 쿠키 보니까 다음 편도 궁금해지네여ㅠㅠㅠ,9,1
모비우스,아니 이게 뭔 어이가 없다;; 시간이 아까운 영화다 엉망진창 ,1,0
모비우스,액션 스케일이나 화려한 영상미는 진짜 아이맥스가 쩌는 듯 합니다;,10,1
리코리쉬 피자,폴토마스앤더슨 영화중 가장 귀엽고 사랑스럽고 재밌다. 꼭 볼것,10,1
모비우스,모비우스 세계관도 좋네요 무조건 큰 스크린으로 보시길,10,1
모비우스,개인적인 의견이니까 참고만 하세요 베놈이 5정도로 재미있었다면 모비우스는 6.5정도...그냥 베놈보다 쪼금 더 나은정도...차라리 청불로해서 진짜 피튀거나 그랬으면 좋았을텐데...그래도 베놈처럼 쓰레기개망작 수준은 아니니까 기대하고 보진 마세요 기대치에는 충족안되는 영화입니다 그건 그렇고 이번년도에 마블 영화는 스파이더맨 빼고 정말 못만든거같은데...개선이 필요해보이긴하네요 진심,8,1
조제,스코틀랜드에 간 조제와 영석.. 그 의미를 알았을때 맘이 너무나 먹먹.. 진실로 조제가 행복하기를..,10,1
우리도 사랑일까,중간에 바에서 남자가 말로 여자주인공에게 유혹하는 그 장면과마지막에 결말이랑 대비되면서 잊혀지지가 않네요,10,1
모비우스,아아아아하사 시브느는,1,0
배니싱: 미제사건,올가와 유연석의 케미가 기대보다도 더 좋아서 재밌게 감상했습니다ㅋㅋ 전개도 신선하고 새로운 영화였어요ㅎ,10,1
로미오와 줄리엣,레오나르도 디카프리오에서 끝이 남. 그는 타이타닉도 타이타닉이지만 로미오 역일 때의 얼굴과 연기력이 너무 좋아서 재미가 있었음,10,1
모비우스,그냥저냥 무난초 볼만함,7,0
B컷,소재 신선하고 배우들의 연기도 좋았음!! 결말 상상도 못했는뎈ㅋㅋㅋ존잼이었다,10,1
배니싱: 미제사건,유연석 진짜 최고다 ... 이래서 내가 좋아하지 ㅠㅠ 이번 작품도 최고입니다 ?,10,1
모비우스,베놈보다 재미없음… 소니-마블 유니버스는 진짜 진지하게 재정비 필요할듯,1,0
폭격,"점점 긴장감을 고조시키는 복선과 배경음악. 그 끝에서 만나는 전쟁의 참혹함. 전쟁이 누군가에게는 정치, 게임으로 느껴질 수도 있지만, 현실은 우리 부모형제, 아들딸, 친구, 이웃의 끔찍한 죽음이다.",8,1
더 배트맨,라이즈 비긴즈보다 재밌고 개성과 재미는 닼나랑 삐까뜸,10,1
더 배트맨,어두침침한 명작,7,0
배니싱: 미제사건,재미납니다 조금시간이 짫음,10,1
차이나타운,다른 관점으론 사람을 죽여 그돈으로 밥을 먹은 이들이죠..너무 감상적으로 영화를 대사를 쓰신건 아닐까요.. ,6,0
뜨거운 피,정우 술취한 연기는 진짜 술마시고 한거 아닌가 싶음 ㅋㅋ,6,0
리스펙트,노래만좋다 굳이길게할필요가,7,0
더 배트맨,재밌게 잘봤습니다.! 긴장감있게 잘 만들어졌내요.,10,1
모비우스,벌써 다음 편 기대 중ㅋㅋ,8,1
그림 형제 - 마르바덴 숲의 전설,연령층을.잘못맞춘거같은데,4,0
모비우스,모비우스의 능력치를 200% 담아낸 영상미과 스케일에 지리고 갑니다,10,1
모비우스,104분이 어떻게 지나갔는지 모를 정도로 맨 몸 액션 제대로 만끽함ㅋㅋ,10,1
