movie,sentence,score,label
폴란드로 간 아이들,정말 감사합니다 우리는 전쟁없는 세상에 살고 있다는것에 감사함을 생각 해야 할거 같습니다  요즘 우리 젊은 세대들이 모르는 뼈 아픈 역사기록들이 사라지지 않도록 많은 컨텐츠가 나왔으면 좋겠습니다 좋은 작품 보게 되어 진심으로 제작진께 감사드립니다,10,1
모비우스,그냥 소니는.... MCU에 제작권 다 넘겨주고 수익만 빨아먹는 게... 정말 현명할 거 같다...,4,0
뜨거운 피,"오늘 뜨거운 피 봤는데, 40도짜리 안동소주 마시는 기분이었음. 첨가물 없이 높은 도수로 조지는 영화~ 호불호 극명하게 갈릴 듯. 거칠어서 여자들은 비추천~ 한번에 땡초 세 개정도는 씹을 각오로 관람하시길! 보고나면 우~~와 소리밖에 안 나옴.",8,1
식스 빌로우,겨울에 스키장다니시는분들 강추!!보드타시는분들 강추!!,10,1
듄,모래만 잔뜩 보고 왔어요,6,0
안테벨룸,잘보고 왔어요~~^^ㅎㅎ,6,0
언차티드,"시리즈, 언차티드 라이징이라고 생각하고 보심 될것 같아요.스토리는 큰 낙차없이 흘러 가지만 액션이 시원시원해서 좋았어요.",10,1
러브 이즈 크라임,더러운 프랑스 좌파놈들 유럽짱깨로 불리는 이유가 있다,1,0
백두산,개한망국이  미국 노예 똥깨 인거 확실하게 알려주는 영화 ,2,0
이터널스,같이 본 사람들도 다 욕했어요ㅠㅠㅋㅋ,4,0
아네트,보고나서 얼마지나지 않아 ott에 떴던 이 작품,6,0
플립,사랑은 10대처럼...^^,10,1
베놈 2: 렛 데어 비 카니지,그럭저럭 돈 아까워서 보고 왔네요,4,0
기적,재미있어요ㅠ 반전이ㅠㅠ,8,1
점퍼,인간이면 누구나 꿈꿔왔던 능력을 가지고 흥미롭게 풀어냈음 여러나라로 점프하는것도 재밌고 ,10,1
코다,색감이 좋았어요 ㅎㅎ--,6,0
블랙 크랩,불친절함을 넘어서 불편하고 무례한 영화,1,0
라스트 나잇 인 소호,그럭저럭 보고 왔었던 기억이 있네요,6,0
보이스,돈 들어와서 김무열이 포효하는 장면 너무 멋있어요 ㅋㅋ,6,0
배니싱: 미제사건,생경하고 이질적인 우리 정서와는 맞지 않는 감성과  생뚱맞고 뜬금없는 끼워맞추기식 서사로 영화 두편을 짜깁기한듯한 따로노는 연출 ,4,0
패왕별희 디 오리지널,"살면서 본 영화중 가장 비극적이다. 몇마디로 평을 남기기 어려운, 인류 역사에 남을 걸작. ",10,1
경관의 피,친구 예매해줬었는데 재미없다고 욕하네요,4,0
모비우스,마블 영화 중 에서는 색다른 맛의 영화이고저는 개인적으로 정말 재미있었어요.액션도 슬로우감과 찰지게 봤는데 4DX로 잘 즐기고 왔습니담,10,1
킹스맨: 퍼스트 에이전트,그럭저럭 봤네요 기대가 컸어요,6,0
연애 빠진 로맨스,전종서 배우 목소리 너무 좋아요,8,1
뜨거운 피,코로나시대에 나온 한국영화에서 단연최고,8,1
유체이탈자,이해하기 난해하네요..,2,0
인질,난 재미있게 봤는데 부모님은 그냥 한번보고 말용이래요ㅠ,8,1
사도,유아인 송강호 완벽그자체...,10,1
노인을 위한 나라는 없다,"진짜 캐릭터소비에 극치였다, 이렇게 매력적인 캐릭터들을 그냥 돈써버리듯 소비해버렸다",2,0
더 배트맨,"딥한 분위기, 연기력과 연출, 스토리 조합들이 전부 좋았다.",9,1
문폴,뻔한 스토리올드한 연출못보겠음,4,0
문폴,과학적 지식 아 몰라..개연성 아 몰라.. 영상미 볼만함. 지루함 전개가 빨라서 괘안음.걍 아무생각없이 아 그렇구나 하면 볼만함. 초딩들이 딱 좋아할만한 영화임.,4,0
한낮의 유성,간만에 일본감성 좋았다,10,1
문폴,내가 이걸 왜 봤을까.. 스토리가 1도 기억에 안남음 망작 ㅉㅉ,2,0
모비우스,솔직히 말하면 베놈보다는 100배 재밌었다. 스토리도 훨씬 좋고. 특히 액션씬은 압권이었음.,10,1
플립,볼 때마다 새로운 영화. 지루하지않지만 자극적이지도 않은 잔잔한 영화를 몇 번씩이나 돌려볼줄이야ㅠㅠ ,10,1
접속,"6살에 부모님과 영화관에서 보고, 서른 넘어서 오늘 다시 봤습니다. 왜 사람들이 영화를 보는지 알 것 같아요.",10,1
뮌헨: 전쟁의 문턱에서,다키스트 아워 이후에 전쟁씬 없는 최고의 전쟁 영화였네요 이거 보고나서 다키스트 아워 다시 보러 갑니다 ,10,1
뜨거운 피,뜨거운 피 배우들의 연기력 너무 좋았고 신선하지 않다는데 겉 멋만 든 건달 영화보다 약간의 진정성과 현실성이 오히려 신선했던 느낌. 보는 내내 담배가 너무 땡기는 영화임,10,1
온워드: 단 하루의 기적,어른도 울게하는 스토리,8,1
베어,어릴때 출발비디오여행에서 처음 본 추억의 영화,8,1
가타카,25년전에 어린맘에 볼때도 먼가 가슴을 울리는 느낌이 었는데 25년이 지나서  먹어서 다시봐도 마지막 장면에서의 전율은 여전하다,10,1
더 배트맨,모비우스를 보고 난 후 상대 평가,10,1
배니싱: 미제사건,아진짜… 이건 아닌 거 같아요,1,0
모비우스,"정리되지 않은, 기대 이하의",1,0
모비우스,서론만 긴 느낌.. 개인적으로 자극적이고 서론만 계속 있어 보는내내 힘들었어요,6,0
내안의 그놈,생각보다 재밌음. 심하게 연기 흐름 깨는 분들 없어서 좋았어요,10,1
모비우스,개연성있는 스토리 좋았어용,7,0
모비우스,무난하게 보기에는 나쁘지 않았지만 그렇다고 잘 만든 영화도 정말 아니다...,6,0
낙원의 밤,연기가 개오지네 승원이형,10,1
열한번째 엄마,&amp;#39;엄마&amp;#39;라는말이 가슴아프네요,10,1
모비우스,생각보다는 볼만했어요,7,0
로즈,신부놈 때려 죽이고 싶다.,8,1
나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,액션씬 더 줘,7,0
내가 죽던 날,이런..좋은영화를 이제서야봣다는게..한탄스럽다.자극적이지않으면서도 연기자들의 섬세한연기력때문인지 몰입도가 장난아니다..,10,1
크루엘라,개재밌어요완전추천또보고싶은영화,10,1
인비저블 게스트,괜찮은 반전영화인건 분명한데어느정도는 예측 된다는 점과약간 늘어지는 연출은 아쉬운 점 평점 8.3,8,1
배니싱: 미제사건,엉성한 각본과 연출. 이질적인 배우들.,4,0
모비우스,베놈2보다 훨씬 재밌었습니다. 중간중간 아쉽지만,8,1
모비우스,이건 대체 뭔 영화냐..,6,0
나는 전설이다,영화보고 결말해석 또는 이 영화의 해석을보신다면 더욱 깊은 감명을 받을 수 있습니다킬링 타임용으로 봤는데 인생 영화 중 하나가 될 만큼 사회적인 메시지와 적절한 스릴러가 잘 어우러진 작품입니다,10,1
굿바이 싱글,영화는 영화라는 시각에서 본다면마음이 따듯해지는 영화입니다.. 김혜수배우님 좋아해요,9,1
옥자,넷플로 보게 되었고너무 감동적이고 귀엽다고 느낌영화를 본 후 오히려 식욕이 돋게되었고평소보다 감사하며 먹게되었음,10,1
모비우스,아쉬운 부분이 있는건 맞지만 주인공이 캐리 해서 재밌음 평점 낮게 줄 정도는 아님 ㅎㅎ,10,1
모비우스,연출 좋은데 뭐랄까 자기소개하기 하다가 말았음 ㅠ ㅠ 연기도잘하는데,7,0
뜨거운 피,개연성이 너무없고 내용이 뻔함 배신 배신 배신    끝인 느낌임 간만에 느와르라 기대하고봤는데 실망이컷음 베스트씬은 케익마을베이커리에서 빵사는장면. ,1,0
뜨거운 피,신선한게없다 ㅠ.ㅠ,5,0
나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,최근 기억나는 극장판 중에 레전드…상영 한달 늘려주세요 ,10,1
문폴,가장 재미있게 본 영화 중 하나임,10,1
더 배트맨,굳,10,1
이터널스,테나가 너무 이쁘다. 이카리스 너무 아쉽다. 셀레스티얼? 모르겠다.,10,1
파워 오브 도그,와~~예상하지 못한 결말! 걱정스런 맘이이렇게 바뀌다니! ,8,1
배니싱: 미제사건,한국에서 기존에 만들어진 장르적 맥락과 다른 문법으로 만든 영화이기에 다소 생소하게 느껴지기도 하지만 확실히 이 영화를 볼 관객들한테는 어필할 만한 매력 포인트다. 각색의 문제일까. 개연성 없는 설정이 눈에 거슬린다.,4,0
모비우스,요약 : 기말과제더쓸말이없다,2,0
나일 강의 죽음,"용두사미의 전개, 난 진범이 누군지 알았다.",6,0
메리 미,뻔하지만 익숙하고 생각나는,6,0
배니싱: 미제사건,스토리 전개 엉망진창 결말은 너무 어이 없어서 신선함 ,1,0
뜨거운 피,대사가 안들려요 무슨말인지 도대체 배우들  발음에 신경써야겠어요~,8,1
모비우스,매력적인 캐릭터와 이를 뒷밧침하는 배우들의 훌륭한 연기력.대신 스토리 라인이 조금은 비어있어 캐릭터의 서사가 설득력있게 다가오지는 않는다.,9,1
문폴,잘 가다가 뒤에서 스토리보고 벙 쪘음,5,0
카트,이영화를 보고 이랜드불매 하기로 함…그냥 쓰레기 기업이었네,10,1
항거:유관순 이야기,대한 독립 만세 대한 독립 만세,6,0
하루,스토리 짜임새도 허술하고 연출도 어설퍼요... 김명민이 셀카찍으면서 뛰는거 보고 경악,1,0
1917,요즘 미쳐날뛰는 러시아 때문인지대원들을 구하기위해 뛰어다니는 조지맥카이가 더욱 가슴 아프게 다가온다. ,10,1
모비우스,볼만했습니다 영상미 좋았음,7,0
뮌헨: 전쟁의 문턱에서,"아주 좋은 영화, 히틀러는 조금 안어울렸다",10,1
뜨거운 피,오랜만에 괜찮은 느와르물 나왔네요!기대없이 봤는데 재밌었습니다!,10,1
배니싱: 미제사건,최악 보지마셈 아휴....,1,0
낙원의 밤,전여빈 최후의 5분이 희대의 멸망작을 구했다,7,0
뜨거운 피,조폭이야기 너무 지루하고 자막 제발이요....,4,0
인시디어스4: 라스트 키,몰입도 장난 아닙니다 여배우의 연기가 압도적입니다 눈물나도록 감동적입니다,10,1
에어로너츠,영화 정말 잘만들었다.  영화관 큰 화면에서 못 본게 한이  될정도로 정말 흥미진진하고 명작,10,1
뜨거운 피,의리와 부성애로 포장된 쌉양아치,7,0
모비우스,영화 자체로만 보면 그럭저럭 괜찮은 영화다만 일회용으로 끝날 우려가 있는 영화..,6,0
모비우스,별 생각없이 마블영화라니까 봤는데ㅋㅋㅋ토르1편볼때 느낌이였다 ???? 잘 모르는 캐릭터라 그런가 영화의 정체를 잘 모르겠다 ????포디는 신나고 재밌었고 다음편이 나온다면 더 재밌게볼것같다중간에 베놈이 왜나오나했는데ㅋㅋ쿠키 2가 다 베놈이라구요?? ?????♀?마틴은 내 그럴줄알았다 다 죽어가는데 피를 먹다니 ????아 그리고ㅋㅋ요새박쥐는 날라다니는게 왜케 날다람쥐같나요ㅋㅋㅋ옆집박쥐도그러던데 ????,7,0
보통사람,연기 참... 대단하다는 말로는 부족함!!,10,1
타짜 전설의 땁,연영과 방학과제냐?,1,0
모비우스,"부실한 스토리와 부족한 완성도, 파워 밸런스 붕괴 등이 아쉽지만, 빠른 진행과 화려한 영상, 그리고 2개의 쿠키가 최소한의 즐거움을 보장해 준다.",7,0
돈 킬 미,내가 당장 내일 만들어도 이거보단 나을 영화. 시간이 썩어날때도 보기 아까운 영화. 어이가 없어서 웃을순 있다,1,0
모비우스,정말 끔찍하게 재미없을거라고 생각하고 보면 아주 재밌다 ,7,0
버드 박스,긴장감은 만점 스토리는 아쉬움,6,0
모비우스,와 진짜 개꿀잼 ㄹㅇ 전투씬부터 우와 영화완전 몰입하면서 봤음 와 소리 나올정도로 재밌었음 시간가는줄도 모를정도였음 진짜 최고였음 마치 옛날에 처음 3d영화봤을때 우와 이런게 있나 할정도에 쾌감과 액션 및 사운드 또 볼거임 다음번엔 돌비 전용관에서 볼거임꼭 보셈!!! ,10,1
모비우스,베놈처럼 심심한 마블원작 영화이제 소니는 전혀 기대가 안된다.,5,0
그해 여름,일요일밤 기분이 차분할때 영화가 땡길때 보려했던 영화. 하지만 매번 갈등하다 다른 영화를 선택해서 오늘보기까지 10년이 걸렸네.이걸 왜 이제야 봤을까.. 이렇게 가슴이 아리고 여운이 남을지 몰랐네. 이병헌의 눈빛과 수애의 미소가 머릿속을 떠나질 않는다.,10,1
모비우스,정말 재미 없었음. 스토리도 유치하고 어설프고 마무리도 어설프고 ... 영상만 화려함. 소니는 마블 영화 제작에 손 떼야함 진심 ,2,0
모비우스,이 캐스팅을 해놓궁 모야 감독판 길게 내놓아랏,5,0
모비우스,솔직히 영상메 빼곤 스토리라인이나 영웅요서같은 것들이 미흡하고 자레드레토위 다리저는 연기말곤 그다지 노잼이다.,4,0
패왕별희 디 오리지널,기대를 너무 했나...피곤해서 그런가...생각보다 별로였다. 학창시절 시험 후 학교에서 봤을 때가 더 감명깊었다.,6,0
가을 햇살,딱 오즈 야스지로다운 영화.그래도 무성영화와 흑백영화와는 사뭇 다른 느낌이다.,10,1
배니싱: 미제사건,영화 시간을 늘리고자 쓸데 없는 장면들을 너무 많이 넣었습니다. 그런 걸 넣을 바에 다른 넣을만한 장면들이 많이 있을텐데 말이죠. 보지마세요. 정말 시간 낭비입니다. ,2,0
드라이,두 가지 사건의 짜임새 있던 이야기.,7,0
스펜서,박제가 되어버린 왕세자비를 아시오?,8,1
뜨거운 피,이거 평점 왜이렇게 좋나요 부산사람이라 사투리 다 알아들어도 스토리 진짜 재미없네요 뻔한조폭얘기,1,0
시라노,넷 중에 셋은 사랑하는데 한명은 뭘 쫒는지,7,0
배니싱: 미제사건,기대 이하...외국인들 제작진이 많았는데...프랑스 영화구나.,4,0
모비우스,생각보다 괜찮았어요 뭔가 2탄이 있을 것 같네요,8,1
모비우스,시각적으로 화려했던 그래픽.,7,0
바닐라 스카이,영화 제목이 왜 바닐라 스카이 인지 아는순간 소름돋음,10,1
스펜서,영화가 누벨바그 느낌이 남. 첫장면 &amp;#39;식당&amp;#39;에서는 다이애나와 정말 안 닮았다고 생각 드는데 갈수록 다이애나가 되어간다. 연기 좋음. 그치면 개인적으로 넷플릭스 &amp;lt;더 크라운&amp;gt;의 다이애나가 더 슬프게 와닿고 정감이 간다. 밝고 사랑스럽던 다이애나가 어떻게 망가져가는지 잘 표현함. 다이애나 결혼 전 친구들이랑 밤에 놀러나가서 즐겁게 노는 장면이 넘 슬프게 느껴짐. ,6,0
콜,볼수록 답답답답 고구마 100개 먹은듯한 박신혜... ,6,0
만년이 지나도 변하지 않는 게 있어,이질감이 느껴지는 장르적 혼합,5,0
뜨거운 피,ㅡ느와르 영화치고ㅡ피칠갑.오바액션.욕설.과한 미적감각등도 없고 사람냄새.사실적인게 좋았다ㅡ정우의 저톤 보이스도 좋았고ㅡ,8,1
뜨거운 피,"최고의 느와르. 재밌네요. 기대없이 보러 갔는데 ‘영화 친구(2001)’ 보다 몇단계 업그레이드된 세련된 느와르 대만족. 정우 너무 멋지네요. 주인공 정우의 감정선의 흐름이 일정하게 잘 유지되고 잔인함도 과하지 않은 절제된 정제된 느와르. 카메라 앵글도 분위기를 잘 잡고, 93년 배경의 그당시 시대의 소품 ‘미장셴’도 우수. 배경음악도 영화 전체 분위기와 주인공 감정선과도 잘 어울려서 강추. 스토리도 기승전결 긴장감 훌륭. 절제되고 깔끔한 세련된 느와르 느낌. 최근 한국영화 중에 제일 괜찮은듯한.  추천합니다. ",10,1
